ID, Version, Start Time, End Time, Jupiter RA, Jupiter DEC
236600550010, 001, 59352.0388218636, 59352.0727107734, 161.58249, 9.00667
236600560010, 001, 59352.0740533668, 59352.1079307025, 163.81739, 8.12826
236600570010, 001, 59352.1092732959, 59352.1431506317, 166.03748, 7.23972
236600580010, 001, 59352.1447015586, 59352.1785557462, 168.24416, 6.34236
236600590010, 001, 59352.1798983396, 59352.2137756755, 170.43883, 5.43749
236600600010, 001, 59352.2151066948, 59352.2489956049, 172.623, 4.52634
236600610010, 001, 59352.2505349577, 59352.2844007197, 174.79812, 3.61015
236600620010, 001, 59352.285731739, 59352.3355928816, 176.96565, 2.69014
236700010010, 001, 59352.8295862436, 59352.8364380996, 179.12712, 1.76749
236700020010, 001, 59352.8378154153, 59352.8723871955, 181.284, 0.84337
236700030010, 001, 59352.8743200671, 59352.9082784209, 183.43776, -0.08105
236700040010, 001, 59352.9098293478, 59352.9436835348, 185.58991, -1.00462
236700050010, 001, 59352.9452228876, 59352.9790886487, 187.74193, -1.92619
236700060010, 001, 59352.980419668, 59353.0143085774, 189.89527, -2.84463
236700070010, 001, 59353.0156395967, 59353.0495285061, 192.05145, -3.7588
236700080010, 001, 59353.0508595254, 59353.0847484349, 194.2119, -4.66755
236700090010, 001, 59353.0860794542, 59353.1199567896, 196.37805, -5.56973
236700100010, 001, 59353.121299383, 59353.1551767185, 198.55135, -6.46419
236700110010, 001, 59353.1565193119, 59353.1904082215, 200.7332, -7.34975
236700120010, 001, 59353.1919475743, 59353.2258133357, 202.92494, -8.22522
236700130010, 001, 59353.2273526885, 59353.2612184499, 205.12799, -9.08942
236700140010, 001, 59353.2627578027, 59353.296623564, 207.34365, -9.94111
236700150010, 001, 59353.2979545833, 59353.3318434928, 209.57319, -10.77906
236700160010, 001, 59353.3333712716, 59353.3672486069, 211.81788, -11.60201
236700170010, 001, 59353.3687763856, 59353.402653721, 214.07893, -12.40866
236800170010, 001, 59355.9901321055, 59356.0240094398, 216.35745, -13.1977
236800180010, 001, 59356.025340459, 59356.0592177933, 218.65455, -13.96779
236800190010, 001, 59356.0607455719, 59356.0946229062, 220.97127, -14.71758
236800200010, 001, 59356.0961506849, 59356.1300280191, 223.30853, -15.44566
236800210010, 001, 59356.1315557978, 59356.1654447062, 225.66721, -16.15064
236900030010, 001, 59358.1841033336, 59358.19095519, 228.04811, -16.83107
236900040010, 001, 59358.1922977834, 59358.2269042874, 230.45184, -17.48549
236900050010, 001, 59358.2282468808, 59358.2621242174, 232.87901, -18.11243
236900060010, 001, 59358.2634668108, 59358.2973441472, 235.33006, -18.71041
236900070010, 001, 59358.298871926, 59358.3327492621, 237.80529, -19.27792
236900080010, 001, 59358.3340918556, 59358.3679691916, 240.30489, -19.81348
236900090010, 001, 59358.369311785, 59358.403200695, 242.82893, -20.31558
236900100010, 001, 59358.4045432884, 59358.4384206242, 245.37725, -20.78274
236900110010, 001, 59358.4397516435, 59358.4736405533, 247.94958, -21.21349
236900120010, 001, 59358.4749831467, 59358.5088604824, 250.54551, -21.60639
236900170010, 001, 59358.628686945, 59358.6625295587, 253.1644, -21.96003
