x,Curve1
0.00308442,7.10081e-14
0.00347802,7.66005e-14
0.00376767,8.26334e-14
0.00479227,8.58258e-14
0.00585452,9.6162e-14
0.00774873,1.11906e-13
0.0106731,1.40483e-13
0.0152958,2.05231e-13
0.0179392,2.88669e-13
0.0210371,4.21716e-13
0.0237109,5.2941e-13
0.0256767,6.39885e-13
0.0267092,8.03293e-13
0.0277547,1.41842e-12
0.0288774,1.65064e-12
0.0325662,1.7144e-12
0.0338603,2.50457e-12
0.0366843,2.60133e-12
0.0397212,3.26563e-12
0.0397302,3.02721e-12
