ID, Version, Start Time, End Time, Jupiter RA, Jupiter DEC
039800460010, 001, 53752.5348708935, 53752.5745584179, 264.46461, -22.99097
039800480010, 001, 53752.6171278886, 53752.6568269872, 264.46461, -22.99097
039800490010, 001, 53752.6581580066, 53752.6978571052, 264.46461, -22.99097
039800500010, 001, 53752.6991881246, 53752.7388756492, 264.46461, -22.99097
039800510010, 001, 53752.7403224093, 53752.7800099339, 264.46461, -22.99097
039800520010, 001, 53752.78144512, 53752.8211442186, 264.46461, -22.99097
039800530010, 001, 53752.8225909788, 53752.8622900775, 264.46461, -22.99097
039800540010, 001, 53752.8637252635, 53752.9034243621, 264.46461, -22.99097
039800550010, 001, 53752.9047553815, 53752.94445448, 264.46461, -22.99097
039800560010, 001, 53752.9458896661, 53752.9855887646, 264.46461, -22.99097
039800570010, 001, 53752.9869197839, 53753.0266188824, 264.46461, -22.99097
039800580010, 001, 53753.0280540685, 53753.0677531669, 264.46461, -22.99097
039800590010, 001, 53753.0690841862, 53753.1087717105, 264.46461, -22.99097
039800600010, 001, 53753.1102184706, 53753.1499059949, 264.46461, -22.99097
039800610010, 001, 53753.1512485883, 53753.1909361125, 264.46461, -22.99097
039800620010, 001, 53753.1923828727, 53753.2320819709, 264.46461, -22.99097
039800630010, 001, 53753.2335287311, 53753.2732162552, 264.46461, -22.99097
039800640010, 001, 53753.2746514413, 53753.3143505395, 264.46461, -22.99097
039800650010, 001, 53753.3156815588, 53753.3553806569, 264.46461, -22.99097
039800660010, 001, 53753.3567116762, 53753.3964107743, 264.46461, -22.99097
039800670010, 001, 53753.3977417936, 53753.4374293175, 264.46461, -22.99097
039800680010, 001, 53753.4388645036, 53753.4785751757, 264.46461, -22.99097
039800690010, 001, 53753.4800219358, 53753.5196978856, 264.46461, -22.99097
039800700010, 001, 53753.521040479, 53753.6254155413, 264.46461, -22.99097
039800700020, 001, 53753.6254155413, 53753.708008183, 264.46461, -22.99097
039800710010, 001, 53753.7090382762, 53753.7228577288, 264.46461, -22.99097
039900010010, 001, 53753.9938301128, 53754.0335407845, 264.46461, -22.99097
039900020010, 001, 53754.0349759705, 53754.0746866421, 264.46461, -22.99097
039900030010, 001, 53754.0761334022, 53754.1158209255, 264.46461, -22.99097
039900040010, 001, 53754.1172561116, 53754.1569436348, 264.46461, -22.99097
039900050010, 001, 53754.1582862282, 53754.1979737514, 264.46461, -22.99097
039900060010, 001, 53754.1993163447, 53754.2390038679, 264.46461, -22.99097
039900070010, 001, 53754.240450628, 53754.2801497252, 264.46461, -22.99097
039900080010, 001, 53754.2815849112, 53754.3212724344, 264.46461, -22.99097
039900090010, 001, 53754.3227076204, 53754.3624067177, 264.46461, -22.99097
039900100010, 001, 53754.363737737, 53754.4034484084, 264.46461, -22.99097
039900110010, 001, 53754.4047794277, 53754.4444785251, 264.46461, -22.99097
039900120010, 001, 53754.4459137111, 53754.4856128085, 264.46461, -22.99097
039900130010, 001, 53754.4870479945, 53754.526747092, 264.46461, -22.99097
039900140010, 001, 53754.5281938521, 53754.5678698015, 264.46461, -22.99097
