SCW, Obs Start Date, Obs End Date, Count Rate, Variance, Angular offset, Annular Count Rate, Annular Variance, PSF Count Rate, PSF Count Rate Error, PSF Count Rate Fixed, PSF Count Rate Error Fixed
007700390010.001,2003-06-02T07:01:56,2003-06-02T08:09:01,0.22486638,0.19133541,5.624018790853977,0.08386357,0.060956627,0.45765883735833324,0.059367144513362995,1.4012207881094438,3.8472463141679327
007700400010.001,2003-06-02T08:09:01,2003-06-02T09:02:29,-0.8817169,0.19774647,5.623293561854283,1.0765984,0.074249044,-1.6366490026301699,1.5474063505828317,-4.179566764920239,4.0768795231825905
007700410010.001,2003-06-02T09:02:29,2003-06-02T12:32:41,-0.8746308,0.044800732,5.623278530985863,1.0508034,0.018082555,-2.3253437993441732,0.06584585324722106,-0.8746308088302612,1.501620389207094
007700460010.001,2003-06-02T12:35:27,2003-06-02T14:38:11,-0.48623806,0.06249994,1.714521932982468,0.16506094,0.0025022924,-1.2204247012268588,0.5809977928465493,-0.4862382153482733,1.5775897584369774
007700460020.001,2003-06-02T14:38:11,2003-06-02T15:14:59,-0.7400753,0.22243026,1.7145310990930096,0.117512286,0.0075553656,-1.478835128199483,0.6295423670159632,-3.1022131893714797,3.7143863853458794
007700470010.001,2003-06-02T15:16:58,2003-06-02T16:08:32,-0.060118478,0.19363557,2.8083825990451987,0.1455084,0.034536853,-0.07165611322032182,3.6886926619805838,-0.06175778596350075,2.282692949662921
007700480010.001,2003-06-02T16:10:31,2003-06-02T17:02:05,0.6203442,0.2642092,4.565773724926499,-0.41361964,-0.005664736,0.5596799687929188,0.07386054253759117,1.9170868559653067,2.8824797334300034
007700490010.001,2003-06-02T17:04:04,2003-06-02T17:55:38,0.051151514,0.2770458,6.467620535347462,0.03887535,0.052260637,-0.7556645689164778,0.3106988851450199,2.3924448553485993,2.7444459097120455
007700500010.001,2003-06-02T17:57:38,2003-06-02T18:49:11,-0.43505648,0.34732932,6.2455391398760485,0.33661228,-0.07108024,-0.5281009644941868,0.16146568352750046,-3.0805652016931426,2.2966695903599192
007700510010.001,2003-06-02T18:51:11,2003-06-02T19:42:46,0.65409595,0.34233093,4.250102188076517,-0.40611362,-0.1312509,0.5547091371735956,0.15021406171967072,1.2985015560402973,1.981464358946321
007700520010.001,2003-06-02T19:44:41,2003-06-02T20:36:14,0.38952574,0.18225123,2.258294712634829,-0.5971304,0.013281137,-0.27039449197765936,0.02798269709367324,1.604167804807484,4.719057141705436
007700530010.001,2003-06-02T20:38:14,2003-06-02T21:29:47,0.1534038,0.104724646,0.3921915661247821,-0.5190792,0.026924625,-0.8267066024660401,0.10501438558077682,0.1534858375652406,2.2544316793264003
007700540010.001,2003-06-02T21:31:46,2003-06-02T22:23:20,1.0855105,0.18759263,1.78591808772174,-1.0404077,0.019384488,1.2090873712085568,0.8538051776164876,4.271657768228791,4.2859222477464
007700550010.001,2003-06-02T22:25:17,2003-06-02T23:16:52,-0.74917746,0.18361416,2.9035454718386564,0.5072176,0.02676624,-1.1738525055564943,1.1400742922924856,-4.6336653465258815,4.521960525909373
007700560010.001,2003-06-02T23:18:48,2003-06-03T00:10:20,0.5283026,0.20046237,2.3186994587846916,-0.19291633,-0.006774038,0.6854494953823991,0.5118152863383054,2.59107437927068,3.9133790220027613
007700570010.001,2003-06-03T00:12:20,2003-06-03T01:03:54,0.35630247,0.145336,3.213596078070051,-0.5980777,0.056201518,0.6032446129547384,14.156129868407296,2.0192923348565244,5.994027505180189
007800060010.001,2003-06-04T00:41:24,2003-06-04T01:32:58,-0.08710239,0.19537584,2.3191037147202693,0.23054054,0.0036283433,1.9380036662147955,1.5604776092994699,-2.1105204782988887,4.274720207899444
007800070010.001,2003-06-04T01:34:53,2003-06-04T02:26:27,-0.7804695,0.1959169,2.9069494107427274,0.78733194,0.0270672,-0.905435811693011,1.6356390419883278,-2.678763132085314,4.36196915384852
007800080010.001,2003-06-04T02:28:24,2003-06-04T03:19:57,0.25322455,0.1975773,1.7833223948752155,0.047389954,0.01970154,1.115091758007205,0.49702899753268703,2.3957971644365945,3.8385067395746835
007800090010.001,2003-06-04T03:21:56,2003-06-04T04:13:31,0.018158065,0.11207791,0.3914859793551992,0.0051590353,0.028651327,0.8823062487469292,0.07548151755416503,0.03470406627752921,12.511052664328918
007800100010.001,2003-06-04T04:15:31,2003-06-04T05:07:03,-0.2685237,0.18072416,2.262405936300987,0.0064543486,0.0136920065,-0.6611180836523257,0.14354546998639814,-3.4776772501987816,4.426851051325815
007800110010.001,2003-06-04T05:08:59,2003-06-04T06:00:32,0.34794822,0.34906235,4.248661650531417,-0.25457138,-0.12512247,1.6902466726191876,1.299786042182729,3.2862900247770996,2.086709987455079
007800120010.001,2003-06-04T06:02:32,2003-06-04T06:54:07,-0.5172142,0.3046054,6.246941861110965,0.24748477,-0.015343279,-0.773584711543092,1.6984363591706855,-1.7797076760261143,2.537300772726308
007800130010.001,2003-06-04T06:56:07,2003-06-04T07:47:39,-0.9139168,0.2893895,6.465604874752151,0.8664228,0.06564525,-1.071077731872577,1.8195889441804942,-1.8143256198123618,2.6358237093255754
007800140010.001,2003-06-04T07:49:39,2003-06-04T08:41:12,-1.1049721,0.25462154,4.5656112002239535,1.2181942,-0.0048773885,-1.4252624412385144,1.6951036300607598,-2.5523333710858984,3.065845542630993
007800150010.001,2003-06-04T08:43:12,2003-06-04T09:34:46,-0.7754895,0.20984817,2.805382381143129,0.4012628,0.031964526,-2.4294366159279095,1.136024114256763,-4.647502461216788,3.515598565210623
007800160010.001,2003-06-04T09:36:45,2003-06-04T10:28:17,-1.0190188,0.19921038,1.7057043723143273,0.49594194,0.013088897,-0.4210120975746658,0.10767066281025103,-4.621263784065407,4.289700929265633
007800170010.001,2003-06-04T10:30:13,2003-06-04T11:21:46,0.43247297,0.1810682,2.4379797497375284,-0.7274115,0.03156124,1.329408036823545,1.4453898904410394,3.8199804318948054,4.4775087893416385
007800180010.001,2003-06-04T11:23:44,2003-06-04T12:15:18,-0.60748446,0.19257402,4.086905439520696,0.90682423,0.016069293,-0.7540644206898595,0.818119694201654,-3.28771545501817,4.238413103614617
007800190010.001,2003-06-04T12:17:15,2003-06-04T13:08:49,-0.7234324,0.16783567,3.6945729357376873,0.7874267,0.025307178,-0.2295502200172487,inf,-1.8763218490201246,4.824518008169972
007800200010.001,2003-06-04T13:10:47,2003-06-04T14:02:22,-0.06946026,0.34208208,4.316677389208636,0.30194807,-0.113071784,0.40934582947824755,0.0967904055007946,3.8340482591249785,2.3425481549099145
007800210010.001,2003-06-04T14:04:21,2003-06-04T14:55:54,-2.5168154,0.22122693,5.624494703412153,2.333527,0.055600703,-2.6875741724106823,1.341539932371124,-6.4613421770906045,3.306580426586901
007800220010.001,2003-06-04T14:57:49,2003-06-04T15:49:23,-0.6301274,0.28227907,7.252566413692606,0.5624561,0.069037944,-1.868711915697307,1.3526216270912124,-3.299150223908654,2.710379893423903
007800230010.001,2003-06-04T15:51:18,2003-06-04T16:42:51,-0.2427369,0.21301307,5.623097035351234,0.53425264,0.057580248,0.2709087393559395,0.13109080744160725,-2.3853486489728875,3.2675654543158275
007800240010.001,2003-06-04T16:44:50,2003-06-04T17:36:23,-0.14836329,0.31681767,4.315322868451235,0.4644135,-0.10316336,-1.0680837198899518,1.3265302683867408,-1.5060377196411876,2.3955880996685757
007800250010.001,2003-06-04T17:38:21,2003-06-04T18:29:55,0.45639405,0.17794108,3.6941483865267983,-0.107664466,0.026703984,1.1356995400671366,0.7386703261289167,1.6752998997142374,4.305926521673504
007800260010.001,2003-06-04T18:31:53,2003-06-04T19:23:26,1.027201,0.18913351,4.085517144273808,-0.71627915,0.015677974,-0.8878674153913835,0.6746631146864808,3.855073493073846,4.0703953464758325
007800270010.001,2003-06-04T19:25:24,2003-06-04T20:16:58,-0.3848053,0.15592003,2.4365483635414926,-0.10800478,0.028496176,-0.5281137031642074,0.32529356039315793,-8.858832462615613,5.317947174158254
007800280010.001,2003-06-04T20:18:54,2003-06-04T21:10:27,-0.56178075,0.160307,1.7044767218243497,0.28189787,0.011166856,-0.900467644795051,0.48705855400535125,-3.0353356921065644,5.184885101002652
007800290010.001,2003-06-04T21:12:26,2003-06-04T22:04:00,0.15502849,0.19399102,2.808117447196311,-0.5960922,0.03248945,0.7432498772992853,0.22422588080589823,4.471642152034588,3.978752951727765
007800300010.001,2003-06-04T22:05:59,2003-06-04T22:57:33,-0.050345417,0.37204248,4.567336011247295,0.028446052,-0.005755484,-1.2108166431253262,0.5944805746015673,0.1656410844476391,2.2538716841862545
007800310010.001,2003-06-04T22:59:33,2003-06-04T23:51:07,-0.9798336,0.2589777,6.466229140947401,0.9419863,0.063656986,-1.4369008545853446,1.3559343225635971,-2.99732031452743,2.83473817652096
007800320010.001,2003-06-04T23:53:07,2003-06-05T00:44:41,1.4581732,0.30007473,6.245682724233675,-1.6352764,-0.014829814,1.877385619504376,2.315596688160345,2.9019831984338293,2.6943492508790117
007800330010.001,2003-06-05T00:46:41,2003-06-05T01:38:15,-0.15668303,0.33550832,4.250202131998275,-0.05584815,-0.12135899,-0.570842737833575,0.2596082686242269,-2.9209076824593914,2.184105317830058
007800340010.001,2003-06-05T01:40:10,2003-06-05T02:31:44,-0.19062364,0.17337246,2.2604215689873395,-0.101634175,0.013560429,-0.050283415007227966,0.29386878565732755,-3.0107785414106707,4.323769639796715
007800350010.001,2003-06-05T02:33:44,2003-06-05T03:25:16,0.2069634,0.11287313,0.39119905343905287,-0.4056449,0.029777668,-0.5486440810574301,0.22550580558360117,11.309487751884909,10.004374177243953
