SCW, Start Time, End Time
083400040010.001, 55055.0969963206, 55055.1383620863
083400050010.001, 55055.1396931056, 55055.1810472971
083400060010.001, 55055.1823898905, 55055.2237325078
083400070010.001, 55055.2252139902, 55055.2665334593
083400080010.001, 55055.2678760527, 55055.3092186699
083400090010.001, 55055.3105496892, 55055.3519038804
083400100010.001, 55055.3532464738, 55055.394589091
083400110010.001, 55055.3959316844, 55055.4372627274
083400120010.001, 55055.4385937467, 55055.4799363638
083400130010.001, 55055.4812789572, 55055.5226215743
083400140010.001, 55055.5240914826, 55055.5654225256
083400150010.001, 55055.5667651189, 55055.6081193101
083400160010.001, 55055.6097049592, 55055.6510475763
083400170010.001, 55055.6523901697, 55055.6937327868
083400180010.001, 55055.6951795469, 55055.7365337381
083400190010.001, 55055.7378531833, 55055.7792073745
083400200010.001, 55055.7805383938, 55055.821892585
083400210010.001, 55055.8232583265, 55055.8646125177
083400220010.001, 55055.8659551111, 55055.9073093023
083400230010.001, 55055.9089180996, 55055.9502722908
083400240010.001, 55055.9516033101, 55055.9929575013
083400250010.001, 55055.9944042614, 55056.0357584526
083400260010.001, 55056.0370894719, 55056.0784320891
083400270010.001, 55056.0797746825, 55056.1211172996
083400300010.001, 55056.2235247678, 55056.2394507032
083500120010.001, 55058.2812575174, 55058.3226001349
083500130010.001, 55058.3239427283, 55058.3652853458
083500140010.001, 55058.3667321059, 55058.4080862975
083500150010.001, 55058.4094173168, 55058.4507715083
083500160010.001, 55058.4521141017, 55058.4934567191
083500170010.001, 55058.4949382014, 55058.5760840834
083500180010.001, 55058.5774266768, 55058.6187808682
083500190010.001, 55058.6201234616, 55058.6614660787
083500200010.001, 55058.6628086721, 55058.7041397152
083500210010.001, 55058.7054823086, 55058.7468364998
083500220010.001, 55058.7481675192, 55058.7894985622
083500230010.001, 55058.7908411556, 55058.8321837728
083500240010.001, 55058.8336652552, 55058.8749962982
083500250010.001, 55058.8763273176, 55058.9176815088
083600020010.001, 55060.9936781454, 55061.0350207634
083600030010.001, 55061.0363633568, 55061.0777059746
083600040010.001, 55061.0791527347, 55061.1205069265
083600050010.001, 55061.1218379458, 55061.1631805635
083600060010.001, 55061.1645115828, 55061.2058657744
083600070010.001, 55061.2073356827, 55061.2486667261
083600080010.001, 55061.2499977454, 55061.2913635109
083600090010.001, 55061.2927061043, 55061.3340487217
083600100010.001, 55061.335379741, 55061.3767339324
083600110010.001, 55061.3780649517, 55061.4194191431
083600120010.001, 55061.4207501624, 55061.4620812056
083600130010.001, 55061.4634237989, 55061.5047664162
083600140010.001, 55061.5062363245, 55061.5475673676
083900020010.001, 55069.9687071957, 55069.9942743428
083900030010.001, 55069.9958484179, 55070.0190081558
083900040010.001, 55070.0203970456, 55070.0435452092
083900050010.001, 55070.044934099, 55070.0680938365
083900060010.001, 55070.0694827263, 55070.0926424637
083900070010.001, 55070.0939850572, 55070.1171332204
083900080010.001, 55070.1185105362, 55070.1416702733
083900090010.001, 55070.143047589, 55070.1662073261
083900100010.001, 55070.1675846418, 55070.1907328048
083900110010.001, 55070.1923184539, 55070.2154666168
083900120010.001, 55070.217052266, 55070.2402004287
083900130010.001, 55070.2415661703, 55070.2647143331
083900140010.001, 55070.2660800747, 55070.2892166632
083900150010.001, 55070.2905824048, 55070.3137421415
083900160010.001, 55070.3151078831, 55070.3382676197
083900170010.001, 55070.3396102132, 55070.3627699498
083900180010.001, 55070.3641241173, 55070.3872838538
083900190010.001, 55070.3888926511, 55070.4120292394
083900200010.001, 55070.4133834069, 55070.4365431434
083900210010.001, 55070.4378973109, 55070.4610454732
083900220010.001, 55070.4623996407, 55070.4855362289
083900230010.001, 55070.4868788224, 55070.5100385587
083900240010.001, 55070.5116126338, 55070.5347839442
083900250010.001, 55070.5363695933, 55070.5595293296
083900260010.001, 55070.560871923, 55070.5840316593
083900270010.001, 55070.5855941602, 55070.6087538965
083900280010.001, 55070.6103395456, 55070.6334992818
083900290010.001, 55070.6350849309, 55070.6582446672
083900300010.001, 55070.6598187422, 55070.6829784784
083900310010.001, 55070.6843094977, 55070.7074576598
083900320010.001, 55070.7088928459, 55070.7319599894
083900330010.001, 55070.7333141569, 55070.7564623189
083900340010.001, 55070.758047968, 55070.7812192783
083900350010.001, 55070.7825734458, 55070.8057331819
083900360010.001, 55070.8070757753, 55070.8302239373
083900370010.001, 55070.8315896789, 55070.8547378409
083900380010.001, 55070.8561035825, 55070.8792517446
083900390010.001, 55070.8806174861, 55070.9037656481
083900400010.001, 55070.9051198156, 55070.9282795518
083900410010.001, 55070.9298652008, 55070.9530133628
083900420010.001, 55070.954599012, 55070.977758748
083900430010.001, 55070.9791244896, 55071.0022842257
083900440010.001, 55071.0036499672, 55071.0268097033
083900450010.001, 55071.028187019, 55071.0513351809
083900460010.001, 55071.0526662003, 55071.0758259363
083900470010.001, 55071.0772148261, 55071.100362988
083900480010.001, 55071.1017403037, 55071.1248884656
083900490010.001, 55071.1262773554, 55071.1494370914
083900500010.001, 55071.1508144071, 55071.1739741431
083900510010.001, 55071.1753514587, 55071.1985111948
083900550010.001, 55071.2379209406, 55071.2721802202
083900750010.001, 55071.5290669482, 55071.5649813218
083900760010.001, 55071.5663702115, 55071.5895183736
083900770010.001, 55071.5909072634, 55071.6140554254
083900780010.001, 55071.6153980188, 55071.6385461809
083900790010.001, 55071.6399234966, 55071.6630716586
083900800010.001, 55071.6644489743, 55071.6875971363
083900810010.001, 55071.6889628779, 55071.7121226141
083900820010.001, 55071.7137082632, 55071.7368564253
083900830010.001, 55071.7384420744, 55071.7615902364
083900840010.001, 55071.7629444039, 55071.7861041401
083900850010.001, 55071.7874583076, 55071.8106180437
083900860010.001, 55071.8119722112, 55071.8351319474
083900870010.001, 55071.8364861149, 55071.859645851
083900880010.001, 55071.8609768703, 55071.8841250324
083900890010.001, 55071.8854791999, 55071.9086273619
083900900010.001, 55071.910213011, 55071.9333727472
083900910010.001, 55071.9347269147, 55071.9578866508
083900920010.001, 55071.9592408183, 55071.9823889804
083900930010.001, 55071.9837315738, 55072.0068797359
083900940010.001, 55072.008465385, 55072.0316251212
083900950010.001, 55072.0329677146, 55072.0561158767
083900960010.001, 55072.0577015258, 55072.080861262
083900970010.001, 55072.0822038554, 55072.1053635916
083900980010.001, 55072.106706185, 55072.151127508
083900990010.001, 55072.1527131571, 55072.1758613193
083901000010.001, 55072.1772733571, 55072.2004215193
083901010010.001, 55072.2017525386, 55072.2249122748
083901020010.001, 55072.2264979239, 55072.2496576601
083901030010.001, 55072.2510002535, 55072.2741599898
083901040010.001, 55072.2757456389, 55072.2989053751
083901050010.001, 55072.3005025983, 55072.3236507604
083901060010.001, 55072.3250049279, 55072.3481530901
083901070010.001, 55072.3494841094, 55072.3726438456
083901080010.001, 55072.3740095872, 55072.3971577494
083901090010.001, 55072.3985119169, 55072.4216716531
083901100010.001, 55072.4230258206, 55072.4461855568
083901110010.001, 55072.4475397243, 55072.4706878865
083901120010.001, 55072.4722851097, 55072.4954216977
083901130010.001, 55072.4970073469, 55072.5201670831
083901140010.001, 55072.5215328247, 55072.5446809869
083901150010.001, 55072.5460467284, 55072.6386972476
090200020010.001, 55258.4711441994, 55258.5128803379
090200020020.001, 55258.5128803379, 55258.5535979574
090200020030.001, 55258.5535979574, 55258.594315577
090200020040.001, 55258.594315577, 55258.6350216227
090200020050.001, 55258.6350216227, 55258.6757276686
090200020060.001, 55258.6757276686, 55258.703355002
090200040010.001, 55258.7147786209, 55258.7356235424
090200050010.001, 55258.7369545618, 55258.7577994835
090200060010.001, 55258.7594082808, 55258.7802532024
090200070010.001, 55258.7815842219, 55258.8024175694
090200080010.001, 55258.8037601629, 55258.8245935104
090200090010.001, 55258.8259361039, 55258.8467694514
090200100010.001, 55258.8481120449, 55258.8689453923
090200110010.001, 55258.8702879858, 55258.8911213333
090200120010.001, 55258.8927301307, 55258.9135750522
090200130010.001, 55258.9149176458, 55258.9357509932
090200140010.001, 55258.9373597906, 55258.9582047122
090200150010.001, 55258.9595473057, 55258.9803922273
090200160010.001, 55258.9817232467, 55259.0153112325
090200170010.001, 55259.016653826, 55259.0374871736
090200180010.001, 55259.0388297671, 55259.0596631147
090200190010.001, 55259.0612719122, 55259.082128408
090200200010.001, 55259.0837372054, 55259.1045821272
090200210010.001, 55259.1059247207, 55259.1267580685
090200220010.001, 55259.128100662, 55259.1489340098
090200230010.001, 55259.1502766033, 55259.1711099512
090200240010.001, 55259.1724409707, 55259.1932858926
090200250010.001, 55259.1946284862, 55259.2154734082
090200260010.001, 55259.2168160018, 55259.2376609239
090200270010.001, 55259.2390035174, 55259.2598484396
090200280010.001, 55259.2614688111, 55259.2823021593
090200290010.001, 55259.2838993827, 55259.304744305
090200300010.001, 55259.3060984726, 55259.3269318209
090200310010.001, 55259.3282859885, 55259.3491309109
090200320010.001, 55259.3504735045, 55259.3713068529
090200330010.001, 55259.3726494465, 55259.3934827949
090200340010.001, 55259.3948253885, 55259.4156587369
090200350010.001, 55259.4170013305, 55259.437834679
090200360010.001, 55259.4391772726, 55259.4600221952
090200370010.001, 55259.4616309927, 55259.4824759153
090200380010.001, 55259.4840847128, 55259.5049296355
090200400010.001, 55259.5284365972, 55259.5492815199
090200410010.001, 55259.5506125394, 55259.5714574621
090200420010.001, 55259.5727884816, 55259.5936334043
090200430010.001, 55259.5952422018, 55259.6160871245
090200440010.001, 55259.617418144, 55259.6382630666
090200450010.001, 55259.6398718641, 55259.6607167868
090200470010.001, 55259.6842700448, 55259.705057097
090200480010.001, 55259.7063996906, 55259.7272330391
090200490010.001, 55259.7285756326, 55259.772128905
090200500010.001, 55259.7897909548, 55259.8106358772
090200510010.001, 55259.8122446747, 55259.8331011712
090200520010.001, 55259.8344321906, 55259.855277113
090200530010.001, 55259.8566081324, 55259.895068808
090300030010.001, 55261.4920837353, 55261.5174425484
090300060010.001, 55261.572836104, 55261.6223731744
090300090010.001, 55261.6777667307, 55261.7031255445
090300120010.001, 55261.7584380828, 55261.7837968968
090300150010.001, 55261.8388085096, 55261.8641557497
090300180010.001, 55261.9193062519, 55261.9446534922
090300210010.001, 55261.9998039947, 55262.0251512352
090300240010.001, 55262.0803480343, 55262.105706849
090300270010.001, 55262.1607416112, 55262.1860888519
090300300010.001, 55262.2411236143, 55262.266459281
090300330010.001, 55262.3214940435, 55262.3468412844
090300360010.001, 55262.4146422602, 55262.439977927
090300390010.001, 55262.4952904679, 55262.5206261348
090300420010.001, 55262.5760659907, 55262.6014132317
090300450010.001, 55262.6568530877, 55262.6822003287
090300480010.001, 55262.7376401847, 55262.7656494648
090300510010.001, 55262.8218879326, 55262.8472583218
090300540010.001, 55262.902443548, 55262.927802363
090300570010.001, 55262.9830107371, 55263.008369552
090300600010.001, 55263.063577926, 55263.088948315
090300630010.001, 55263.1441335406, 55263.1694923555
090300660010.001, 55263.2247123033, 55263.2500711182
090300690010.001, 55263.3052679178, 55263.3306267327
090300720010.001, 55263.3858466804, 55263.4111939212
090300750010.001, 55263.4663907207, 55263.4917379614
090300780010.001, 55263.5469347609, 55263.5722820016
090300810010.001, 55263.6274903751, 55263.6528491898
090300840010.001, 55263.7080691372, 55263.7334163778
090300900010.001, 55263.8689488835, 55263.8943076981
090300930010.001, 55263.9492730157, 55263.9746318303
090300960010.001, 55264.0296087219, 55264.0549559625
091200400010.001, 55289.7680982008, 55289.8094523995
091200410010.001, 55289.8107949931, 55289.8521376173
091200420010.001, 55289.8534686368, 55289.8948228344
091200430010.001, 55289.896165428, 55289.9375080509
091200440010.001, 55289.9388390704, 55289.9801932667
091200450010.001, 55289.9816631752, 55290.0229826488
091200460010.001, 55290.0243252423, 55290.0820220412
091200470010.001, 55290.0833183384, 55290.1246609588
091200480010.001, 55290.1260035523, 55290.1673577464
091200490010.001, 55290.1687003398, 55290.2100429594
091200500010.001, 55290.2113855529, 55290.2527281721
091200510010.001, 55290.2540707656, 55290.2954133846
091200520010.001, 55290.2968717189, 55290.3382143375
091200530010.001, 55290.3395453569, 55290.3981796528
091200540010.001, 55290.399637987, 55290.440980605
091200550010.001, 55290.4423231984, 55290.4836658163
091200560010.001, 55290.4850084098, 55290.5263510278
091200570010.001, 55290.5276936212, 55290.5690593872
091200580010.001, 55290.5704019807, 55290.6117330243
091200590010.001, 55290.6131913585, 55290.6545339761
091200600010.001, 55290.6558765695, 55290.6972076131
091200610010.001, 55290.6988164104, 55290.740170602
091200620010.001, 55290.7415131954, 55290.7828558128
091200630010.001, 55290.784314147, 55290.8256567645
091200640010.001, 55290.8269877838, 55290.8683419753
091200650010.001, 55290.8696729946, 55290.9110271859
091200660010.001, 55290.9123582053, 55290.9537239708
091200670010.001, 55290.9550549902, 55290.9959693666
091200670020.001, 55290.9959693666, 55291.0430758764
091400060010.001, 55294.4758793002, 55294.5172219221
091400070010.001, 55294.5185529415, 55294.5599071372
091400080010.001, 55294.5612381566, 55294.6025923518
091400090010.001, 55294.6040622602, 55294.6453933069
091400100010.001, 55294.6467359004, 55294.6880900948
091400110010.001, 55294.6893863919, 55294.730740586
091400130010.001, 55294.7747568184, 55294.8160994377
091400140010.001, 55294.8174304571, 55294.8587846502
091400150010.001, 55294.8601272437, 55294.9014698624
091400160010.001, 55294.9029397708, 55294.944259241
091400170010.001, 55294.9456018344, 55295.0042477039
091500040010.001, 55297.3820271851, 55297.4240989771
091500050010.001, 55297.4254415707, 55297.4667841949
091500060010.001, 55297.4681152144, 55297.509469412
091500070010.001, 55297.5108120055, 55297.5521546283
091500080010.001, 55297.5534856478, 55297.5948398441
091500090010.001, 55297.5963097525, 55297.6376408003
091500100010.001, 55297.6389833938, 55297.6803260151
091500110010.001, 55297.6816223123, 55297.7229765072
091500120010.001, 55297.7243191007, 55297.7656617211
091500140010.001, 55297.8096895282, 55297.8510437221
091500150010.001, 55297.8523863155, 55297.893717361
091500160010.001, 55297.8951872694, 55297.9753840802
091500170010.001, 55297.9767266736, 55298.0193887378
091600040010.001, 55300.3725154037, 55300.4139043195
091600050010.001, 55300.4152353389, 55300.4565895321
091600060010.001, 55300.4579321256, 55300.4992747444
091600070010.001, 55300.5006057638, 55300.5419599564
091600080010.001, 55300.5432909758, 55300.5846451682
091600090010.001, 55300.5861150765, 55300.6274461205
091600100010.001, 55300.6287887139, 55300.6701313318
091600110010.001, 55300.671439203, 55300.7127818207
091600120010.001, 55300.7141244141, 55300.7554786058
091600130010.001, 55300.7568211992, 55300.7981638167
091600140010.001, 55300.7995064101, 55300.8408490275
091600150010.001, 55300.842203195, 55300.8835342382
091600160010.001, 55300.8850041465, 55300.9263351897
091600170010.001, 55300.927666209, 55300.9703166973
091700040010.001, 55303.3631079765, 55303.405145051
091700050010.001, 55303.4064992189, 55303.4478418477
091700060010.001, 55303.4491728674, 55303.4905270692
091700070010.001, 55303.4918580888, 55303.5332122894
091700080010.001, 55303.534543309, 55303.5758975083
091700090010.001, 55303.5773674169, 55303.6186984668
091700100010.001, 55303.6200410604, 55303.6613836834
091700110010.001, 55303.6626915547, 55303.7040341769
091700120010.001, 55303.7053767704, 55303.746719392
091700130010.001, 55303.7480619856, 55303.7894046066
091700140010.001, 55303.7907472001, 55303.8321013946
091700150010.001, 55303.8334439881, 55303.8747866082
091700160010.001, 55303.8762565165, 55303.9175875621
091700170010.001, 55303.9189185815, 55303.9950413157
096600580010.001, 55451.4384014421, 55451.4793042449
096600580020.001, 55451.4793042449, 55451.5200218623
096600580030.001, 55451.5200218623, 55451.5607394795
096600580040.001, 55451.5607394795, 55451.6014455225
096600580050.001, 55451.6014455225, 55451.6421515653
096600580060.001, 55451.6421515653, 55451.6706238045
096600600010.001, 55451.682278904, 55451.7151261458
096600610010.001, 55451.7167465171, 55451.7495937588
096600620010.001, 55451.7509363522, 55451.7837835939
096600630010.001, 55451.7851261873, 55451.8179850029
096600640010.001, 55451.8193160222, 55451.8521748379
096600650010.001, 55451.8535058572, 55451.8863646728
096600660010.001, 55451.8876956921, 55451.9205545076
096600670010.001, 55451.921897101, 55451.9547327684
096600680010.001, 55451.9560753618, 55451.9889226032
096600690010.001, 55451.9902651966, 55452.0231124379
096600700010.001, 55452.0247212352, 55452.0575916247
096600710010.001, 55452.058922644, 55452.0917698853
096600720010.001, 55452.0931009046, 55452.12595972
096600730010.001, 55452.1273023134, 55452.1778926204
096600740010.001, 55452.1792236397, 55452.2120940291
096600750010.001, 55452.2137144005, 55452.2465616417
096600760010.001, 55452.247892661, 55452.2807514763
096600770010.001, 55452.2820824956, 55452.3149413109
096600780010.001, 55452.3163186265, 55452.3491311455
096600790010.001, 55452.3505200352, 55452.383309406
096600800010.001, 55452.3846519993, 55452.4174992405
096600810010.001, 55452.4188418339, 55452.4644437122
096600820010.001, 55452.4657747315, 55452.4986335468
096600830010.001, 55452.4999645661, 55452.5328233814
096600840010.001, 55452.5344321786, 55452.5753349802
096700010010.001, 55452.9068976771, 55452.939744919
096700020010.001, 55452.9413537163, 55452.9742241062
096700030010.001, 55452.9755666996, 55453.0084023672
096700040010.001, 55453.0097912569, 55453.0425922022
096700050010.001, 55453.0439463696, 55453.0767820371
096700060010.001, 55453.0781477787, 55453.110971872
096700070010.001, 55453.1123144654, 55453.1451617068
096700080010.001, 55453.1465043002, 55453.1793515417
096700090010.001, 55453.1806941351, 55453.229096941
096700100010.001, 55453.2307057382, 55453.2635529796
096700110010.001, 55453.264895573, 55453.2977428143
096700120010.001, 55453.2990738336, 55453.331932649
096700130010.001, 55453.3332752424, 55453.3661340578
096700140010.001, 55453.3674650771, 55453.4003238925
096700150010.001, 55453.4019326897, 55453.4564813326
096700160010.001, 55453.457823926, 55453.4906595932
096700170010.001, 55453.4920021866, 55453.5248494278
096700180010.001, 55453.5261920212, 55453.5590392625
096700190010.001, 55453.5603818559, 55453.5932406712
096700200010.001, 55453.5945716905, 55453.6274189318
096700210010.001, 55453.6287499511, 55453.6616087664
096700220010.001, 55453.6629513598, 55453.6957986011
096700230010.001, 55453.6971296204, 55453.7300000098
096700240010.001, 55453.7316203811, 55453.7644676223
096700250010.001, 55453.7660764196, 55453.7989352349
096700260010.001, 55453.8003241246, 55453.8331713659
096700270010.001, 55453.8345139592, 55453.8673727746
096700280010.001, 55453.8687037939, 55453.9015510351
096700290010.001, 55453.9029399248, 55453.9357524438
096700300010.001, 55453.9370834631, 55453.9699307044
096700310010.001, 55453.9712732978, 55454.004120539
096700320010.001, 55454.0054515583, 55454.0383103737
096700330010.001, 55454.0399191709, 55454.0971414261
096700340010.001, 55454.0987502233, 55454.1316206128
096700350010.001, 55454.1329632062, 55454.1658104474
096700360010.001, 55454.1671414667, 55454.200000282
096700370010.001, 55454.2013428754, 55454.2518058677
096700380010.001, 55454.253136887, 55454.2859957023
096700390010.001, 55454.2873267216, 55454.320185537
096700400010.001, 55454.3215165563, 55454.3543637977
096700410010.001, 55454.3559725949, 55454.3888314103
096700420010.001, 55454.3901971519, 55454.4230212451
096700430010.001, 55454.4245027274, 55454.4745722013
096700440010.001, 55454.4759032206, 55454.5087736102
096700450010.001, 55454.5101046295, 55454.542963445
096700460010.001, 55454.5443060384, 55454.5771417058
096700470010.001, 55454.5787505031, 55454.6116093187
096700480010.001, 55454.6129519121, 55454.6457991537
096700490010.001, 55454.6471417471, 55454.6800005628
096700500010.001, 55454.6816093601, 55454.7144681759
096700510010.001, 55454.7159843805, 55454.7488316222
096700520010.001, 55454.7501742156, 55454.7830214574
096700530010.001, 55454.7843524767, 55454.8180446264
096700540010.001, 55454.8180446264, 55454.8522113135
096700560010.001, 55454.8872113345, 55454.9200701506
096700570010.001, 55454.9214011699, 55454.954259986
096700580010.001, 55454.9556025794, 55454.9884382472
096700590010.001, 55454.9897808406, 55455.0226280827
096700600010.001, 55455.0239706761, 55455.0568179182
096700610010.001, 55455.0581605116, 55455.0910193277
096700620010.001, 55455.092350347, 55455.1251975891
096700630010.001, 55455.1268063864, 55455.1596652025
096700640010.001, 55455.1612739998, 55455.194132816
096700650010.001, 55455.1954638353, 55455.2283226515
096700660010.001, 55455.2296652449, 55455.2625240611
096700670010.001, 55455.2638666545, 55455.2967023224
096700680010.001, 55455.2980449158, 55455.3308921579
096700690010.001, 55455.3322347513, 55455.3650935673
096700700010.001, 55455.3664361607, 55455.3992718287
096700710010.001, 55455.4006144221, 55455.433461664
096700720010.001, 55455.4350704613, 55455.4679292773
096700730010.001, 55455.4695380746, 55455.5023968906
096700740010.001, 55455.5037279099, 55455.5365867259
096700750010.001, 55455.5379177452, 55455.62034835
096800020010.001, 55455.8981147234, 55455.923010572
096800050010.001, 55455.9773161608, 55456.0022004353
096800080010.001, 55456.0565291723, 55456.0814134468
096800110010.001, 55456.1357306098, 55456.1606148843
096800140010.001, 55456.215013066, 55456.2399089147
096800170010.001, 55456.2942029298, 55456.3190987785
096800200010.001, 55456.3734043678, 55456.3983002166
096800230010.001, 55456.4526173801, 55456.4775016548
096800260010.001, 55456.5319114111, 55456.5567841119
096800290010.001, 55456.6111128497, 55456.6359971246
096800320010.001, 55456.6903258626, 55456.7152101376
096800350010.001, 55456.7695273017, 55456.7944347249
096800380010.001, 55456.8488329076, 55456.8737171827
096800410010.001, 55456.9280459211, 55456.9529301962
096800440010.001, 55457.0072589347, 55457.0321432099
096800470010.001, 55457.0864603745, 55457.1113562238
096800510010.001, 55457.1770622848, 55457.2039025799
096800540010.001, 55457.2906040248, 55457.3154883002
096800570010.001, 55457.3698170393, 55457.3947013147
096800600010.001, 55457.4490184797, 55457.4739143292
096800630010.001, 55457.5279652903, 55457.5683356871
096800660010.001, 55457.6223866483, 55457.6472709237
096800690010.001, 55457.7016112367, 55457.7264955121
096800720010.001, 55457.780824251, 55457.8057201005
096800750010.001, 55457.8600488395, 55457.884944689
096800780010.001, 55457.9392965763, 55457.9641692778
096800810010.001, 55458.0185095911, 55458.0620860084
096800840010.001, 55458.1164263218, 55458.1413221714
096800870010.001, 55458.1954888736, 55458.2203731492
096800900010.001, 55458.2749912407, 55458.2998755163
096800930010.001, 55458.3542158298, 55458.3791001055
097000020010.002, 55461.8785238505, 55461.8993687733
097000020010.001, 55461.8785238505, 55461.8993687733
097000030010.001, 55461.9008849781, 55461.9217183268
097000030010.002, 55461.9008849781, 55461.9217183268
097000040010.001, 55461.9230609203, 55461.9438942688
097000040010.002, 55461.9230609203, 55461.9438942688
097000050010.001, 55461.9452368624, 55461.9660702108
097000050010.002, 55461.9452368624, 55461.9660702108
097000060010.002, 55461.9674128043, 55461.9882461525
097000060010.001, 55461.9674128043, 55461.9882461525
097000070010.002, 55461.9895887461, 55462.0299707189
097000070010.001, 55461.9895887461, 55462.0299707189
097000090010.002, 55462.0535008279, 55462.0743341756
097000090010.001, 55462.0535008279, 55462.0743341756
097000120010.002, 55462.1203874479, 55462.1412323694
097000120010.001, 55462.1203874479, 55462.1412323694
097000130010.002, 55462.1425749629, 55462.1634083103
097000130010.001, 55462.1425749629, 55462.1634083103
097000140010.002, 55462.1647393297, 55462.185584251
097000140010.001, 55462.1647393297, 55462.185584251
097000150010.002, 55462.1869152705, 55462.2077601917
097000150010.001, 55462.1869152705, 55462.2077601917
097000160010.002, 55462.2092648223, 55462.2301213176
097000160010.001, 55462.2092648223, 55462.2301213176
097000170010.002, 55462.2316375223, 55462.2524824435
097000170010.001, 55462.2316375223, 55462.2524824435
097000180010.002, 55462.2538250369, 55462.2746583839
097000180010.001, 55462.2538250369, 55462.2746583839
097000190010.001, 55462.2761745886, 55462.2970195097
097000190010.002, 55462.2761745886, 55462.2970195097
097000200010.002, 55462.298350529, 55462.3191954501
097000200010.001, 55462.298350529, 55462.3191954501
097000210010.002, 55462.3205264694, 55462.3413713904
097000210010.001, 55462.3205264694, 55462.3413713904
097000220010.001, 55462.3427024098, 55462.3635473307
097000220010.002, 55462.3427024098, 55462.3635473307
097000230010.002, 55462.3650751095, 55462.3858968822
097000230010.001, 55462.3650751095, 55462.3858968822
097000240010.001, 55462.387424661, 55462.4082580079
097000240010.002, 55462.387424661, 55462.4082580079
097000250010.001, 55462.4097742125, 55462.4447395132
097000250010.002, 55462.4097742125, 55462.4447395132
101900070010.001, 55608.5420892125, 55608.564647097
101900100010.001, 55608.6146818513, 55608.6372513106
101900130010.001, 55608.6872976406, 55608.7098671007
101900160010.001, 55608.7598324138, 55608.7824018746
101900190010.001, 55608.8323440408, 55608.8549366503
101900220010.001, 55608.9049482624, 55608.9275177244
101900250010.001, 55608.9773325784, 55608.9999136149
101900280010.001, 55609.0498442108, 55609.0724136737
101900310010.001, 55609.1224600112, 55609.1450410485
101900340010.001, 55609.1952725719, 55609.2178536094
101900370010.001, 55609.2679346703, 55609.2907471897
101900400010.001, 55609.3408282511, 55609.3634324372
101900430010.001, 55609.4133630359, 55609.4359440741
101900460010.001, 55609.4859556918, 55609.508525156
101900530010.001, 55609.6422174034, 55609.6635252926
101900540010.001, 55609.6648910345, 55609.6861989237
101900550010.001, 55609.6877845733, 55609.7090808883
101900560010.001, 55609.7106665379, 55609.731986001
101900570010.001, 55609.733351743, 55609.7559559293
101900580010.001, 55609.7736179817, 55609.7949027223
101900590010.001, 55609.7962800382, 55609.8175763528
101900600010.001, 55609.8189536688, 55609.8402731314
101900610010.001, 55609.841881929, 55609.8631666693
101900620010.001, 55609.8645555593, 55609.8858518736
101900630010.001, 55609.8871944673, 55609.9084907814
101900640010.001, 55609.9098912456, 55609.9311875596
101900650010.001, 55609.9325764496, 55609.9538843377
101900660010.001, 55609.9552732278, 55609.9765811158
101900670010.001, 55609.9779700058, 55609.9992663197
101900680010.001, 55610.0008403951, 55610.022148283
101900690010.001, 55610.0237339325, 55610.0450418204
101900700010.001, 55610.0464422845, 55610.0677385982
101900710010.001, 55610.0691390624, 55610.0904469502
101900720010.001, 55610.0918589884, 55610.1131553021
101900730010.001, 55610.1147525256, 55610.1360604134
101900740010.001, 55610.1374955998, 55610.1588034876
101900750010.001, 55610.1602270999, 55610.1815118396
101900760010.001, 55610.1829354519, 55610.2042549138
101900770010.001, 55610.2058174151, 55610.227125303
101900790010.001, 55610.2391044796, 55610.2799609949
101900790020.001, 55610.2799609949, 55610.3085489816
101900810010.001, 55610.3222064004, 55610.363109212
101900810020.001, 55610.363109212, 55610.3916509023
101900830010.001, 55610.4052967469, 55610.4461764102
101900830020.001, 55610.4461764102, 55610.4747412485
101900840010.001, 55610.475782916, 55610.5336533339
101900860010.001, 55610.5447181577, 55610.5660260455
101900870010.001, 55610.5674612319, 55610.5887343974
101900880010.001, 55610.5901811579, 55610.6114543234
101900890010.001, 55610.6128663615, 55610.6341742493
101900900010.001, 55610.6355631393, 55610.6568131567
101900910010.001, 55610.6582136208, 55610.6795215086
101900920010.001, 55610.680956695, 55610.7022182865
101900930010.001, 55610.7036187506, 55610.7249150644
101900940010.001, 55610.7264891398, 55610.7477970277
101900950010.001, 55610.7493826772, 55610.7706674169
101900960010.001, 55610.7720447329, 55610.7933526208
101900970010.001, 55610.7949498443, 55610.8162461582
101900980010.001, 55610.8178549558, 55610.8391396956
101901000010.001, 55610.863433697, 55610.8847415849
101901010010.001, 55610.8861189008, 55610.9074267887
101901020010.001, 55610.9090355863, 55610.9303319
101901030010.001, 55610.9319291236, 55610.9532254373
101901040010.001, 55610.9545911791, 55610.9758990669
101901050010.001, 55610.9772300865, 55610.9985379742
101901060010.001, 55610.9999384383, 55611.0211884555
101901070010.001, 55611.0225541974, 55611.0438505109
101901080010.001, 55611.0454361603, 55611.067588956
101901090010.001, 55611.067588956, 55611.0865241563
101901100010.001, 55611.0875658239, 55611.1232718709
102100390010.001, 55615.9012378056, 55615.9438767199
102100400010.001, 55615.9452077392, 55615.9865619307
102100410010.001, 55615.9880318389, 55616.0293628827
102100420010.001, 55616.0307054762, 55616.0720480946
102100430010.001, 55616.073379114, 55616.1147333073
