x,Curve1
0.148478,1.20901e+09
2.97659,1.18142e+09
x,Curve2
14.4115,3.61925e+11
31.6143,3.61925e+11
x,Curve3
30.6463,2.07978e+11
51.1902,2.07978e+11
x,Curve4
29.5934,1.09603e+08
47.8717,1.09603e+08
